RA,Fase_2024,INDE_2024,Pedra_2024,Turma_2024,Idade_2024,Genero_2024,Ano_Ingresso_2024,Instituicao_Ensino_2024,IAA_2024,IEG_2024,IPS_2024,IPP_2024,IDA_2024,Mat_2024,Por_2024,Ing_2024,IPV_2024,IAN_2024,Fase_Ideal_2024,Defasagem_2024,Escola_2024,Fase_2023,INDE_2023,Pedra_2023,Turma_2023,Idade_2023,Genero_2023,Ano_Ingresso_2023,Instituicao_Ensino_2023,IAA_2023,IEG_2023,IPS_2023,IPP_2023,IDA_2023,Mat_2023,Por_2023,Ing_2023,IPV_2023,IAN_2023,Fase_Ideal_2023,Defasagem_2023,Fase_2022,Turma_2022,Idade_2022,Genero_2022,Ano_Ingresso_2022,Instituicao_Ensino_2022,Pedra_2022,INDE_2022,Cg_2022,Cf_2022,Ct_2022,Rec_Av1_2022,Rec_Av2_2022,IAA_2022,IEG_2022,IPS_2022,Rec_Psicologia_2022,IDA_2022,Mat_2022,Por_2022,Ing_2022,Indicado_2022,Atingiu_PV_2022,IPV_2022,IAN_2022,Fase_Ideal_2022,Defasagem_2022,Destaque_IEG_2022,Destaque_IDA_2022,Destaque_IPV_2022,IPP_2022
279,5N,9.113133333,Topázio,5N,15,Masculino,2021,Privada - Programa de Apadrinhamento,9.2,10.0,7.5,8.3,9.3,10.0,8.0,10.0,8.7,10.0,Fase 4 (9° ano),1,Colégio Arco Íris Evolução,FASE 4,9.006266667,Topázio,4M,14.0,Masculino,2019.0,Pública,8.8,10.0,6.27,8.75,8.9,9.0,8.5,9.3,9.2125,10.0,Fase 4 (9° ano),0.0,3.0,K,13.0,Menino,2019.0,Rede Decisão,Topázio,8.815,10.0,1.0,1.0,Promovido de Fase + Bolsa,Mantido na Fase atual,9.2,9.9,6.3,Sem limitações,9.1,9.7,8.3,9.3,Não,Não,8.208,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.233999999999988
1621,5N,8.107033333,Topázio,5N,17,Feminino,2024,Pública,7.9,10.0,6.3,8.3,8.3,7.5,7.5,10.0,8.4,5.0,Fase 6 (2° EM),-1,EE Leonice de Aquino Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,5N,8.822714493,Topázio,5N,15,Feminino,2021,Privada - Programa de Apadrinhamento,7.9,9.9,6.3,8.3,9.3,10.0,8.0,10.0,8.7,10.0,Fase 4 (9° ano),1,Colégio Arco Íris Evolução,FASE 4,8.189225,Topázio,4M,14.0,Feminino,2021.0,Privada - Programa de Apadrinhamento,6.7,9.5,7.52,8.28125,6.5,6.3,7.7,5.5,8.7125,10.0,Fase 4 (9° ano),0.0,3.0,K,13.0,Menina,2021.0,Rede Decisão,Ametista,8.046,133.0,20.0,4.0,Promovido de Fase + Bolsa,Mantido na Fase atual,7.5,9.2,7.5,Sem limitações,7.1,5.7,7.0,8.7,Não,Não,7.333,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.193999999999994
1201,5N,8.376195238,Topázio,5N,16,Masculino,2023,Pública,8.8,9.5,7.5,8.3,9.0,9.0,8.0,10.0,8.6,5.0,Fase 6 (2° EM),-1,EE Maria André Schunck Dona,FASE 5,8.378008333,Topázio,5C,15.0,Masculino,2023.0,Pública,9.2,9.6,3.77,8.59375,7.8,8.3,6.5,8.5,8.7575,10.0,Fase 5 (1° EM),0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,5N,8.429066667,Topázio,5N,16,Feminino,2024,Pública,8.3,10.0,7.5,8.3,9.7,10.0,9.0,10.0,7.9,5.0,Fase 6 (2° EM),-1,EE Maria André Schunck Dona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6A,8.474632143,Topázio,6A,16,Feminino,2021,Privada - Programa de Apadrinhamento,8.3,8.4,7.5,8.6,8.3,7.0,8.0,10.0,8.4,10.0,Fase 6 (2° EM),0,Colégio Arco Íris Evolução,FASE 5,7.350625,Ametista,5F,15.0,Feminino,2019.0,Privada - Programa de Apadrinhamento,7.5,8.7,2.52,7.65625,6.5,6.3,6.5,6.7,7.715,10.0,Fase 5 (1° EM),0.0,4.0,F,14.0,Menina,2019.0,Rede Decisão,Topázio,8.355,53.0,5.0,2.0,Promovido de Fase + Bolsa,Promovido de Fase,10.0,8.8,5.6,Sem limitações,7.7,6.5,7.5,9.1,Não,Sim,8.458,10.0,Fase 4 (9º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.033999999999994
42,6A,7.65662877,Ametista,6A,17,Masculino,2021,Pública,9.2,9.7,5.6,6.8,8.2,9.0,7.5,8.0,7.1,5.0,Fase 7 (3° EM),-1,EE Paschoal Carlos Magno,FASE 5,6.794516667,Agata,5A,16.0,Masculino,2019.0,Privada - Programa de Apadrinhamento,8.8,8.6,5.63,6.5625,5.7,6.3,4.2,6.7,6.6675,5.0,Fase 6 (2° EM),-1.0,5.0,A,15.0,Menino,2019.0,Rede Decisão,Ágata,6.72,582.0,33.0,5.0,Mantido na Fase atual,Mantido na Fase atual,8.3,7.9,5.6,Requer avaliação,4.8,3.7,4.5,6.2,Não,Não,6.083,10.0,Fase 5 (1º EM),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.733999999999995
1623,6A,7.760953704,Ametista,6A,17,Masculino,2024,Pública,9.2,8.5,6.3,7.8,6.0,5.5,2.5,10.0,7.7,10.0,Fase 6 (2° EM),0,EE Alexandre Rodrigues Nogueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,6A,7.721664286,Ametista,6A,16,Feminino,2021,Privada - Programa de Apadrinhamento,9.2,8.8,5.6,7.8,5.7,7.0,3.5,6.5,7.9,10.0,Fase 6 (2° EM),0,Colégio Arco Íris Evolução,FASE 5,7.769658333,Ametista,5A,15.0,Feminino,2016.0,Privada - Programa de Apadrinhamento,7.9,9.1,5.0,7.03125,7.3,6.7,6.8,8.3,7.5075,10.0,Fase 5 (1° EM),0.0,4.0,A,15.0,Menina,2016.0,Rede Decisão,Ametista,7.973,148.0,13.0,5.0,Promovido de Fase + Bolsa,Mantido na Fase atual,9.2,8.0,9.4,Sem limitações,7.4,7.8,7.2,7.2,Não,Sim,8.375,5.0,Fase 5 (1º EM),-1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.57999999999999
123,6A,6.887248016,Agata,6A,18,Masculino,2021,Privada - Programa de Apadrinhamento,7.5,8.4,5.6,6.7,7.2,6.5,5.5,9.5,6.4,5.0,Fase 7 (3° EM),-1,Colégio Arco Íris Evolução,FASE 5,6.068333333,Agata,5A,17.0,Masculino,2017.0,Privada - Programa de Apadrinhamento,0.0,9.4,5.0,6.875,5.7,5.0,5.3,6.7,6.8375,5.0,Fase 7 (3° EM),-2.0,4.0,B,16.0,Menino,2017.0,Rede Decisão,Ametista,7.084,461.0,37.0,6.0,Promovido de Fase + Bolsa,Mantido na Fase atual,7.9,8.6,5.6,Requer avaliação,6.5,7.3,6.3,5.9,Não,Não,7.292,5.0,Fase 6 (2º EM),-2.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.555999999999998
125,6A,6.627079762,Agata,6A,17,Feminino,2022,Privada,8.3,5.6,7.5,7.3,6.2,3.0,7.0,8.5,7.2,5.0,Fase 7 (3° EM),-1,João Friaza Colégio,FASE 5,6.989633333,Agata,5A,16.0,Feminino,2022.0,Privada,9.2,7.7,5.0,8.125,5.8,3.3,5.8,8.2,7.835,5.0,Fase 6 (2° EM),-1.0,4.0,B,15.0,Menina,2022.0,Escola Pública,Ametista,7.619,266.0,21.0,2.0,Promovido de Fase,Mantido na Fase atual,8.8,8.5,7.5,Não atendido,7.1,5.0,7.2,9.2,Sim,Não,7.75,5.0,Fase 5 (1º EM),-1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.189999999999996
1624,6A,7.743213492,Ametista,6A,18,Feminino,2024,Concluiu o 3º EM,7.9,9.5,7.5,7.8,7.5,8.0,5.5,9.0,7.6,5.0,Fase 7 (3° EM),-1,Concluiu o 3º EM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,6A,6.888194089,Agata,6A,17,Masculino,2024,Pública,7.5,7.1,7.5,7.2,4.3,3.0,2.0,8.0,6.9,10.0,Fase 6 (2° EM),0,EE Joaquim Mendes Feliz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,6A,8.541085606,Topázio,6A,16,Feminino,2024,Pública,8.8,9.7,7.5,8.3,7.3,5.5,6.5,10.0,8.4,10.0,Fase 6 (2° EM),0,EE Paschoal Carlos Magno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,6A,7.481547222,Ametista,6A,17,Feminino,2024,Pública,7.1,7.8,7.5,7.7,7.8,6.0,7.5,10.0,8.2,5.0,Fase 7 (3° EM),-1,EE Alexandre Rodrigues Nogueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,6A,7.500131369,Ametista,6A,16,Feminino,2024,Pública,8.3,8.5,7.5,6.9,5.8,3.0,5.0,9.5,6.8,10.0,Fase 6 (2° EM),0,EE Joaquim Mendes Feliz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,6A,8.052609921,Topázio,6A,17,Feminino,2021,Privada - Programa de Apadrinhamento,7.1,8.0,7.5,8.0,8.0,9.5,6.0,8.5,8.0,10.0,Fase 6 (2° EM),0,Colégio Arco Íris Evolução,FASE 5,7.141308333,Ametista,5A,16.0,Feminino,2016.0,Privada - Programa de Apadrinhamento,6.7,8.1,5.0,7.96875,7.4,7.3,6.5,8.3,7.9225,5.0,Fase 6 (2° EM),-1.0,4.0,A,15.0,Menina,2016.0,Rede Decisão,Ametista,7.836,189.0,17.0,6.0,Promovido de Fase + Bolsa,Mantido na Fase atual,7.9,7.8,6.3,Sem limitações,8.5,9.0,7.5,9.1,Não,Sim,8.833,5.0,Fase 5 (1º EM),-1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.894000000000004
1629,6A,7.560550529,Ametista,6A,17,Feminino,2024,Pública,9.6,8.6,7.5,7.2,7.3,8.8,3.0,10.0,7.3,5.0,Fase 7 (3° EM),-1,EE Paschoal Carlos Magno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,6L,7.426704762,Ametista,6L,18,Feminino,2021,Privada - Programa de Apadrinhamento,10.0,7.5,5.6,7.9,7.3,9.0,4.0,9.0,8.1,5.0,Fase 7 (3° EM),-1,Colégio Arco Íris Evolução,FASE 6,7.42395,Ametista,6L,17.0,Feminino,2016.0,Privada - Programa de Apadrinhamento,10.0,7.4,6.89,7.8125,7.4,9.5,5.0,7.7,7.4675,5.0,Fase 7 (3° EM),-1.0,5.0,L,16.0,Menina,2016.0,Rede Decisão,Ágata,6.645,608.0,36.0,8.0,Promovido de Fase,Mantido na Fase atual,9.2,5.7,5.6,Requer avaliação,6.6,5.5,5.7,8.5,Não,Não,7.125,5.0,Fase 6 (2º EM),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.799999999999991
167,6L,8.033470175,Topázio,6L,18,Feminino,2021,Privada - Programa de Apadrinhamento,8.8,9.5,6.3,8.4,8.2,8.0,6.5,10.0,8.3,5.0,Fase 7 (3° EM),-1,Colégio Arco Íris Evolução,FASE 5,7.806141667,Ametista,5L,17.0,Feminino,2018.0,Privada - Programa de Apadrinhamento,8.8,9.9,5.0,7.96875,7.9,8.3,7.2,8.3,7.8375,5.0,Fase 7 (3° EM),-2.0,4.0,P,16.0,Menina,2018.0,Rede Decisão,Ametista,7.798,200.0,19.0,3.0,Promovido de Fase + Bolsa,Mantido na Fase atual,9.2,9.7,5.6,Requer avaliação,7.9,9.3,8.0,6.3,Não,Não,7.833,5.0,Fase 6 (2º EM),-2.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.313999999999998
1203,6L,8.949524561,Topázio,6L,17,Feminino,2023,Privada - Programa de Apadrinhamento,9.2,9.6,7.5,8.4,9.0,8.5,9.0,9.5,8.6,10.0,Fase 6 (2° EM),0,Colégio Arco Íris Evolução,FASE 5,7.487841667,Ametista,5L,16.0,Feminino,2023.0,Pública,9.2,10.0,2.52,7.96875,7.2,6.7,5.8,9.2,7.8775,5.0,Fase 6 (2° EM),-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,6L,8.637033333,Topázio,6L,17,Feminino,2021,Privada - Programa de Apadrinhamento,10.0,9.7,6.3,8.4,8.0,7.0,7.0,10.0,8.2,10.0,Fase 6 (2° EM),0,Colégio Arco Íris Evolução,FASE 5,7.289333333,Ametista,5L,16.0,Feminino,2018.0,Privada - Programa de Apadrinhamento,7.5,9.6,2.52,8.75,7.2,7.7,4.8,9.0,7.795,5.0,Fase 6 (2° EM),-1.0,5.0,L,15.0,Menina,2018.0,Rede Decisão,Topázio,8.921,7.0,5.0,4.0,Promovido de Fase,Mantido na Fase atual,8.3,9.6,8.1,Sem limitações,7.7,7.0,6.7,9.5,Não,Sim,9.583,10.0,Fase 5 (1º EM),0.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.043999999999992
81,6L,8.256566667,Topázio,6L,16,Feminino,2021,Privada - Programa de Apadrinhamento,9.2,9.3,6.3,7.9,7.5,9.0,6.5,7.0,7.8,10.0,Fase 6 (2° EM),0,Colégio Arco Íris Evolução,FASE 5,7.45425,Ametista,5L,15.0,Feminino,2017.0,Privada - Programa de Apadrinhamento,9.6,8.8,2.52,7.8125,6.3,8.7,4.7,5.5,7.2125,10.0,Fase 5 (1° EM),0.0,5.0,K,14.0,Menina,2017.0,Rede Decisão,Ametista,7.675,247.0,14.0,2.0,Promovido de Fase + Bolsa,Mantido na Fase atual,9.2,9.2,5.0,Requer avaliação,6.0,5.5,5.2,7.3,Não,Não,7.458,10.0,Fase 4 (9º ano),1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.233999999999998
1630,6L,8.583133333,Topázio,6L,16,Masculino,2024,Privada - Programa de Apadrinhamento,8.3,9.8,7.5,8.3,7.3,9.0,9.0,4.0,8.7,10.0,Fase 6 (2° EM),0,Colégio Arco Íris Evolução,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,6L,7.328933333,Ametista,6L,18,Masculino,2022,Pública,7.5,7.8,5.6,7.6,8.3,7.0,8.0,10.0,7.6,5.0,Fase 7 (3° EM),-1,EE Donizetti Aparecido Leite Professor,FASE 5,6.293083333,Agata,5L,17.0,Masculino,2022.0,Pública,7.5,7.2,5.0,7.1875,5.2,4.5,4.8,6.2,6.755,5.0,Fase 7 (3° EM),-2.0,4.0,P,16.0,Menino,2022.0,Escola Pública,Ágata,6.581,632.0,57.0,7.0,Promovido de Fase,Mantido na Fase atual,7.5,6.8,7.5,Sem limitações,5.5,3.0,8.0,0.0,Não,Não,6.875,5.0,Fase 6 (2º EM),-2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.4599999999999955
1220,6L,7.143244444,Ametista,6L,18,Feminino,2023,Concluiu o 3º EM,7.1,8.6,6.9,7.5,7.7,9.0,7.0,7.0,6.3,5.0,Fase 7 (3° EM),-1,Concluiu o 3º EM,FASE 6,6.46725,Agata,6L,17.0,Feminino,2023.0,Pública,0.0,9.0,5.0,7.8125,6.8,8.8,5.3,6.3,7.63,5.0,Fase 7 (3° EM),-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,6L,8.186433333,Topázio,6L,17,Masculino,2024,Privada,9.6,10.0,7.5,8.5,7.2,5.0,6.5,10.0,8.5,5.0,Fase 7 (3° EM),-1,Rede Decisão - Unidade União,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,6L,8.389333333,Topázio,6L,16,Masculino,2024,Pública,9.2,10.0,7.5,7.8,6.7,9.0,6.0,5.0,8.1,10.0,Fase 6 (2° EM),0,EE Donizetti Aparecido Leite Professor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,6L,8.2302,Topázio,6L,17,Feminino,2023,Pública,9.6,10.0,7.5,7.9,5.5,5.0,6.5,5.0,8.2,10.0,Fase 6 (2° EM),0,EE Donizetti Aparecido Leite Professor,FASE 5,7.171083333,Ametista,5M,16.0,Feminino,2023.0,Pública,9.6,9.4,5.0,7.8125,4.7,5.0,2.0,7.0,8.09,5.0,Fase 6 (2° EM),-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,6L,8.024136842,Topázio,6L,17,Feminino,2021,Privada - Programa de Apadrinhamento,10.0,9.5,6.3,7.5,8.5,9.5,6.5,9.5,7.8,5.0,Fase 7 (3° EM),-1,Colégio Arco Íris Evolução,FASE 5,6.569516667,Agata,5L,16.0,Feminino,2018.0,Privada - Programa de Apadrinhamento,8.8,9.2,2.52,7.1875,4.8,5.0,5.0,4.5,7.085,5.0,Fase 6 (2° EM),-1.0,4.0,P,15.0,Menina,2018.0,Rede Decisão,Ágata,6.75,567.0,51.0,6.0,Mantido na Fase atual,Mantido na Fase atual,8.3,9.2,5.6,Requer avaliação,5.9,4.7,7.2,5.9,Não,Não,5.833,5.0,Fase 5 (1º EM),-1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.734000000000002
80,7A,8.131659176,Topázio,7A,18,Feminino,2021,Privada - Programa de Apadrinhamento,8.8,7.9,8.1,8.8,7.0,5.0,6.0,10.0,7.9,10.0,Fase 7 (3° EM),0,Colégio Arco Íris Evolução,FASE 6,7.252275,Ametista,6L,17.0,Feminino,2017.0,Privada - Programa de Apadrinhamento,8.3,8.4,6.89,7.96875,6.3,8.2,5.7,5.0,7.465,5.0,Fase 7 (3° EM),-1.0,5.0,K,16.0,Menina,2017.0,Rede Decisão,Ametista,7.29,397.0,26.0,6.0,Promovido de Fase + Bolsa,Mantido na Fase atual,9.2,8.3,5.0,Requer avaliação,7.1,6.5,7.7,7.3,Não,Não,7.625,5.0,Fase 6 (2º EM),-1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.649999999999999
40,7A,7.098051462,Ametista,7A,18,Feminino,2021,Privada - Programa de Apadrinhamento,7.1,7.2,8.1,8.1,5.3,3.5,6.0,6.5,6.3,10.0,Fase 7 (3° EM),0,Colégio Arco Íris Evolução,FASE 6,7.169975,Ametista,6A,17.0,Feminino,2016.0,Privada - Programa de Apadrinhamento,7.5,8.2,7.52,7.96875,5.9,6.2,5.7,5.8,7.755,5.0,Fase 7 (3° EM),-1.0,5.0,A,16.0,Menina,2016.0,Rede Decisão,Ametista,7.203,429.0,27.0,3.0,Promovido de Fase,Mantido na Fase atual,7.9,7.8,7.5,Sem limitações,6.8,4.7,7.3,8.4,Não,Não,7.75,5.0,Fase 6 (2º EM),-1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.929999999999998
1214,7A,8.590297136,Topázio,7A,17,Masculino,2023,Pública,10.0,9.1,8.1,8.3,8.0,8.0,6.0,10.0,7.7,10.0,Fase 7 (3° EM),0,EE Paschoal Carlos Magno,FASE 6,8.378666667,Topázio,6A,16.0,Masculino,2023.0,Pública,9.6,9.8,6.89,7.5,7.4,8.0,5.0,9.3,7.6725,10.0,Fase 6 (2° EM),0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,7A,8.052279017,Topázio,7A,18,Feminino,2021,Privada - Programa de Apadrinhamento,10.0,8.8,7.5,7.8,7.5,8.0,5.0,9.5,6.3,10.0,Fase 7 (3° EM),0,Colégio Arco Íris Evolução,FASE 6,7.375916667,Ametista,6L,17.0,Feminino,2016.0,Privada - Programa de Apadrinhamento,9.6,9.4,5.63,7.1875,6.7,8.7,4.8,6.7,7.045,5.0,Fase 7 (3° EM),-1.0,5.0,L,16.0,Menina,2016.0,Rede Decisão,Ágata,6.957,501.0,30.0,7.0,Promovido de Fase,Mantido na Fase atual,9.2,7.1,5.0,Requer avaliação,7.4,7.8,5.5,8.8,Não,Não,6.667,5.0,Fase 6 (2º EM),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.035999999999994
45,7A,8.74347619,Topázio,7A,17,Feminino,2021,Privada - Programa de Apadrinhamento,7.5,9.6,9.4,8.8,8.0,7.5,7.0,9.5,8.3,10.0,Fase 7 (3° EM),0,Colégio Arco Íris Evolução,FASE 6,8.303591667,Topázio,6A,16.0,Feminino,2019.0,Privada - Programa de Apadrinhamento,7.1,9.6,6.26,8.28125,7.9,7.8,6.3,9.7,8.1725,10.0,Fase 6 (2° EM),0.0,5.0,A,15.0,Menina,2019.0,Rede Decisão,Ametista,7.591,277.0,17.0,2.0,Promovido de Fase,Mantido na Fase atual,7.9,8.9,5.6,Requer avaliação,6.8,6.3,5.2,8.8,Não,Não,7.417,10.0,Fase 5 (1º EM),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.175999999999995
56,7A,9.077020175,Topázio,7A,17,Feminino,2021,Privada - Programa de Apadrinhamento,10.0,9.3,10.0,8.4,7.7,8.0,6.0,9.0,9.2,10.0,Fase 7 (3° EM),0,Colégio Arco Íris Evolução,FASE 6,8.284333333,Topázio,6A,16.0,Feminino,2019.0,Privada - Programa de Apadrinhamento,9.6,9.5,5.0,8.125,7.8,7.8,5.5,10.0,7.8,10.0,Fase 6 (2° EM),0.0,5.0,B,15.0,Menina,2019.0,Rede Decisão,Topázio,8.404,46.0,7.0,1.0,Mantido na Fase atual,Mantido na Fase atual,10.0,10.0,7.5,Sem limitações,7.0,4.5,6.5,10.0,Não,Não,8.25,10.0,Fase 5 (1º EM),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.039999999999994
57,7A,7.41938043,Ametista,7A,18,Masculino,2021,Privada - Programa de Apadrinhamento,9.6,6.0,6.9,8.6,6.2,6.0,6.5,6.0,7.4,10.0,Fase 7 (3° EM),0,Colégio Arco Íris Evolução,FASE 6,6.450875,Agata,6A,17.0,Masculino,2017.0,Privada - Programa de Apadrinhamento,0.0,8.0,5.63,7.96875,7.2,7.8,6.8,7.0,7.755,5.0,Fase 7 (3° EM),-1.0,5.0,B,16.0,Menino,2017.0,Rede Decisão,Ametista,7.305,388.0,25.0,10.0,Promovido de Fase + Bolsa,Mantido na Fase atual,7.1,8.1,5.6,Requer avaliação,8.4,9.0,7.0,9.3,Não,Não,7.875,5.0,Fase 6 (2º EM),-1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.599999999999997
58,7A,8.771328947,Topázio,7A,17,Masculino,2021,Privada - Programa de Apadrinhamento,9.6,9.8,7.5,9.1,7.3,8.0,6.5,7.5,8.6,10.0,Fase 7 (3° EM),0,Colégio Arco Íris Evolução,FASE 6,7.70625,Ametista,6A,16.0,Masculino,2017.0,Privada - Programa de Apadrinhamento,0.0,9.7,6.26,8.4375,8.1,7.8,6.5,10.0,8.3825,10.0,Fase 6 (2° EM),0.0,5.0,B,15.0,Menino,2017.0,Rede Decisão,Topázio,8.136,103.0,9.0,3.0,Promovido de Fase,Mantido na Fase atual,9.6,9.2,6.3,Sem limitações,7.2,4.5,8.0,9.0,Não,Não,8.125,10.0,Fase 5 (1º EM),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.409999999999991
78,7A,8.178030869,Topázio,7A,19,Feminino,2021,Privada - Programa de Apadrinhamento,8.8,8.0,8.8,8.4,7.5,6.5,6.0,10.0,7.4,10.0,Fase 7 (3° EM),0,Colégio Arco Íris Evolução,FASE 6,6.434625,Agata,6A,18.0,Feminino,2018.0,Privada - Programa de Apadrinhamento,0.0,7.7,6.26,8.28125,6.7,8.5,4.8,6.8,8.0025,5.0,Fase 8 (Universitários),-2.0,5.0,F,17.0,Menino,2018.0,Rede Decisão,Ametista,7.04,475.0,29.0,2.0,Promovido de Fase + Bolsa,Mantido na Fase atual,8.3,6.6,5.6,Requer avaliação,7.2,8.7,5.7,7.3,Não,Não,8.0,5.0,Fase 7 (3º EM),-2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.8999999999999915
87,7A,9.437924561,Topázio,7A,17,Masculino,2021,Privada - Programa de Apadrinhamento,8.8,9.6,9.4,9.4,9.2,10.0,7.5,10.0,9.6,10.0,Fase 6 (2° EM),1,Colégio Arco Íris Evolução,FASE 6,8.6625,Topázio,6L,16.0,Masculino,2021.0,Privada - Programa de Apadrinhamento,7.5,10.0,5.63,8.125,9.3,9.5,8.7,9.7,8.385,10.0,Fase 6 (2° EM),0.0,5.0,K,15.0,Menino,2021.0,Rede Decisão,Topázio,8.712,15.0,6.0,1.0,Promovido de Fase + Bolsa,Mantido na Fase atual,8.3,9.6,7.5,Não atendido,8.8,8.3,8.0,10.0,Não,Sim,8.5,10.0,Fase 5 (1º EM),0.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.519999999999998
